id,song_popularity
191,0.32770783
192,0.27037567
193,0.36613455
194,0.44305173
195,0.26370507
196,0.4519058
197,0.39717504
198,0.45987004
199,0.43354493
200,0.32486978
201,0.35976487
202,0.28642458
203,0.27248105
204,0.33597094
205,0.38339525
206,0.25823277
207,0.4020942
208,0.37141234
209,0.3716216
210,0.41781408
211,0.3348032
212,0.4290616
213,0.40786266
214,0.4667615
215,0.30239448
216,0.27914876
217,0.31609577
218,0.47976333
219,0.47086328
220,0.36166078
221,0.37546694
222,0.47884148
223,0.30195203
224,0.29978418
225,0.42576975
226,0.46219343
227,0.29620594
228,0.3402401
229,0.41703802
230,0.48549217
231,0.41853547
232,0.3358661
233,0.3866225
234,0.3863297
235,0.40537804
236,0.2581113
237,0.2606984
238,0.25794032
239,0.30862594
240,0.38565943
241,0.4488151
242,0.26596367
243,0.33440426
244,0.25784758
245,0.36041588
246,0.46058542
247,0.25863162
248,0.31650922
249,0.48251572
250,0.36218828
251,0.3635357
252,0.42132473
253,0.37506247
254,0.4894715
255,0.4272445
256,0.37479433
257,0.41698813
258,0.29593655
259,0.4092843
260,0.44886565
261,0.3906706
262,0.26680443
263,0.44300932
264,0.34795886
265,0.40835676
266,0.26861873
267,0.36405247
268,0.4165543
269,0.48244777
270,0.40168303
271,0.33562747
272,0.3616571
273,0.32378563
274,0.28328252
275,0.37566555
276,0.40737134
277,0.33385605
278,0.37747222
279,0.35149089
280,0.36172262
281,0.31522837
282,0.44959888
283,0.29691967
284,0.40514463
285,0.46104726
286,0.358761
287,0.34367952
288,0.33430287
289,0.38385233
290,0.2782804
291,0.43229365
292,0.4273499
293,0.41493893
294,0.3289621
295,0.25770065
296,0.42093927
297,0.2741299
298,0.2579838
299,0.28602967
300,0.41980487
301,0.33384776
302,0.35878977
303,0.33696836
304,0.35335112
305,0.34516943
306,0.26985687
307,0.44460887
308,0.25780687
309,0.4878438
310,0.40314117
311,0.3661185
312,0.37101054
313,0.40800494
314,0.32157585
315,0.43742496
316,0.37643272
317,0.4111204
318,0.26442593
319,0.41679877
320,0.42861
321,0.3334712
322,0.3584385
323,0.34647107
324,0.33971846
325,0.43984452
326,0.45580196
327,0.36920863
328,0.26076588
329,0.4027306
330,0.33031684
331,0.27070767
332,0.31157917
333,0.33918986
334,0.26055565
335,0.4855401
336,0.3286566
337,0.35281244
338,0.3171316
339,0.43784696
340,0.31258744
341,0.36851445
342,0.3299323
343,0.43260917
344,0.34488153
345,0.30994615
346,0.4206565
347,0.398745
348,0.37032694
349,0.2934325
350,0.41671872
351,0.37202215
352,0.37083068
353,0.3608512
354,0.4012556
355,0.34787002
356,0.41343802
357,0.37991947
358,0.27860156
359,0.4698481
360,0.34943944
361,0.27280366
362,0.42406955
363,0.4284421
364,0.3681891
365,0.26352954
366,0.43504477
367,0.37566185
368,0.46776348
369,0.42769414
370,0.33278936
371,0.27945438
372,0.4746005
373,0.30408317
374,0.37521017
375,0.25811166
376,0.28999472
377,0.35482752
378,0.35293454
379,0.3173142
380,0.3655952
381,0.4316787
382,0.3168263
383,0.37137085
384,0.45918125
385,0.3955776
386,0.40676317
387,0.34321636
388,0.38231707
389,0.4519011
390,0.3202127
391,0.4349813
392,0.43522367
393,0.33897892
394,0.34355664
395,0.36290485
396,0.40114594
397,0.27121252
398,0.40678006
399,0.44299453
400,0.36972997
401,0.35097423
402,0.43407416
403,0.44991726
404,0.2747144
405,0.40205106
406,0.34466267
407,0.36254305
408,0.29797155
409,0.3596127
410,0.3531413
411,0.412093
412,0.4122159
413,0.2904417
414,0.47718352
415,0.31676993
416,0.4840893
417,0.3550442
418,0.4374295
419,0.44649705
420,0.46930718
421,0.37554765
422,0.38559884
423,0.259713
424,0.36318773
425,0.38732082
426,0.46782762
427,0.3703084
428,0.36170468
429,0.25777224
430,0.36059552
431,0.3718261
432,0.32243758
433,0.309323
434,0.46444598
435,0.32672223
436,0.42946067
437,0.30382824
438,0.27759033
439,0.3406229
440,0.2812705
441,0.369865
442,0.3971023
443,0.46342954
444,0.4030807
445,0.3757221
446,0.2998189
447,0.32818958
448,0.33207208
449,0.25865117
450,0.30056834
451,0.34084827
452,0.42441934
453,0.40072912
454,0.392097
455,0.32713863
456,0.36852893
457,0.35646826
458,0.386141
459,0.26310116
460,0.39099446
461,0.3535064
462,0.40196362
463,0.4083566
464,0.47320694
465,0.3773646
466,0.45369634
467,0.31545132
468,0.42088765
469,0.40246707
470,0.41400662
471,0.39860457
472,0.27581438
473,0.32373577
474,0.29355794
475,0.44649673
476,0.36221248
477,0.4335742
478,0.41964483
479,0.37077802
480,0.37590978
481,0.25787845
482,0.30991942
483,0.34580907
484,0.28262478
485,0.48557168
486,0.34988722
487,0.40805736
488,0.2823149
489,0.41734153
490,0.36376134
491,0.26074898
492,0.4803378
493,0.44653806
494,0.36205357
495,0.26529717
496,0.28222638
497,0.48307377
498,0.25946146
499,0.42874902
500,0.39929423
501,0.3973114
502,0.4580497
503,0.28618994
504,0.43906713
505,0.25836375
506,0.48843122
507,0.26350036
508,0.31157038
509,0.35434312
510,0.42693672
511,0.3883318
512,0.31808895
513,0.44077548
514,0.285479
515,0.35567194
516,0.37838244
517,0.3369195
518,0.3409142
519,0.44256264
520,0.34546265
521,0.36441007
522,0.33253944
523,0.2862875
524,0.4095223
525,0.33357206
526,0.36685723
527,0.40724793
528,0.34943324
529,0.3693045
530,0.43351912
531,0.33890605
532,0.4721059
533,0.36691147
534,0.36035123
535,0.42943493
536,0.34138355
537,0.25784758
538,0.26168418
539,0.37399292
540,0.2946003
541,0.3680279
542,0.39486656
543,0.46835923
544,0.3408776
545,0.37253812
546,0.34472626
547,0.37747616
548,0.39566198
549,0.40491503
550,0.42777413
551,0.2740609
552,0.3703434
553,0.31729808
554,0.48873243
555,0.46425337
556,0.26034203
557,0.25812662
558,0.37719053
559,0.40975723
560,0.2846377
561,0.28589663
562,0.260388
563,0.42865783
564,0.3460691
565,0.39444676
566,0.37730476
567,0.2940343
568,0.39484423
569,0.3699268
570,0.35997444
571,0.38998514
572,0.4286353
573,0.3081712
574,0.37770075
575,0.39709538
576,0.26011783
577,0.30577898
578,0.39899266
579,0.4733842
580,0.35515386
581,0.38776132
582,0.2682542
583,0.26487717
584,0.43470454
585,0.42010078
586,0.4853428
587,0.392119
588,0.2579838
589,0.4009413
590,0.35645825
591,0.47256288
592,0.3063679
593,0.31976843
594,0.3639764
595,0.38383928
596,0.3459279
597,0.36713126
598,0.4892594
599,0.3650458
600,0.46543455
601,0.33265027
602,0.4214057
603,0.47007188
604,0.3883183
605,0.4850468
606,0.36528346
607,0.36411995
608,0.28445336
609,0.43240196
610,0.38597637
611,0.42584857
612,0.37301233
613,0.3695678
614,0.3971886
615,0.36591187
616,0.36720103
617,0.35720485
618,0.4894715
619,0.29488793
620,0.40395898
621,0.33948857
622,0.4365639
623,0.4016284
624,0.29377612
625,0.33208305
626,0.29146665
627,0.31466374
628,0.2579838
629,0.33487457
630,0.40082556
631,0.26769203
632,0.38058633
633,0.44845003
634,0.34038305
635,0.2933213
636,0.3881996
637,0.3546855
638,0.31941968
639,0.43765983
640,0.41540378
641,0.40225548
642,0.3755081
643,0.45921803
644,0.38864535
645,0.36238676
646,0.32050416
647,0.3649599
648,0.3195967
649,0.34662735
650,0.4258712
651,0.33176965
652,0.39020637
653,0.40050536
654,0.31345716
655,0.4150611
656,0.33876783
657,0.31558007
658,0.3991577
659,0.38267496
660,0.3578676
661,0.27081713
662,0.42241126
663,0.38726115
664,0.45315996
665,0.26507014
666,0.40049657
667,0.4392496
668,0.27889606
669,0.395977
670,0.3700644
671,0.45751944
672,0.3549955
673,0.31377348
674,0.32817084
675,0.30676648
676,0.47712106
677,0.3316734
678,0.33107477
679,0.38806644
680,0.48505226
681,0.35636902
682,0.45538825
683,0.37764245
684,0.32359833
685,0.39739862
686,0.29737848
687,0.40743914
688,0.39355317
689,0.37598598
690,0.3746414
691,0.3391196
692,0.4439792
693,0.3010053
694,0.33802915
695,0.40689883
696,0.33886966
697,0.39132246
698,0.29274648
699,0.440874
700,0.47959638
701,0.3979206
702,0.35800415
703,0.33029485
704,0.3265303
705,0.3676836
706,0.37117875
707,0.41774368
708,0.35631055
709,0.41873926
710,0.45375967
711,0.41594997
712,0.25815958
713,0.36936116
714,0.39955983
715,0.32262817
716,0.37646112
717,0.26143485
718,0.29067054
719,0.43361092
720,0.32053787
721,0.42963058
722,0.34906024
723,0.3012896
724,0.38834935
725,0.4085051
726,0.38105384
727,0.2912901
728,0.45979363
729,0.40645227
730,0.37495726
731,0.44230738
732,0.34168503
733,0.42614776
734,0.46243158
735,0.31844038
736,0.35176864
737,0.35853013
738,0.36736822
739,0.36072293
740,0.41794768
741,0.32745722
742,0.3243261
743,0.42450222
744,0.2593252
745,0.34660035
746,0.33177063
747,0.42343903
748,0.29073447
749,0.26351157
750,0.41695386
751,0.25770065
752,0.43791395
753,0.38699383
754,0.36958498
755,0.27750024
756,0.36060253
757,0.3487553
758,0.2625327
759,0.3375221
760,0.28785497
761,0.42738762
762,0.28940615
763,0.4176093
764,0.42109364
765,0.36198795
766,0.42172962
767,0.45731735
768,0.38733894
769,0.42947197
770,0.4396738
771,0.34573212
772,0.302752
773,0.45769176
774,0.3820699
775,0.274487
776,0.44689283
777,0.30977482
778,0.34385633
779,0.37277338
780,0.33167553
781,0.3135533
782,0.3241093
783,0.3689442
784,0.47015873
785,0.45883647
786,0.44007754
787,0.4014433
788,0.31856355
789,0.3790836
790,0.42302665
791,0.32952395
792,0.4046712
793,0.4209047
794,0.31411383
795,0.26004642
796,0.35514492
797,0.4521194
798,0.43969733
799,0.30419603
800,0.32601565
801,0.36933637
802,0.2733857
803,0.42757255
804,0.32207608
805,0.36749882
806,0.26650375
807,0.3300723
808,0.38836342
809,0.25770065
810,0.25809026
811,0.28686985
812,0.32594123
813,0.27343816
814,0.28907233
815,0.36348024
816,0.3300541
817,0.26708168
818,0.3672479
819,0.361728
820,0.31184387
821,0.35185465
822,0.31326693
823,0.32144436
824,0.4534275
825,0.33532086
826,0.39310575
827,0.32786697
828,0.33582076
829,0.3765451
830,0.3056309
831,0.36079866
832,0.44217077
833,0.26541987
834,0.30127048
835,0.31836638
836,0.2875722
837,0.25812662
838,0.48633248
839,0.36883
840,0.2612055
841,0.3629884
842,0.38128653
843,0.38931936
844,0.26371905
845,0.480719
846,0.3164819
847,0.30060953
848,0.33079857
849,0.3750494
850,0.47618192
851,0.26412615
852,0.35908145
853,0.3984834
854,0.35014254
855,0.36071372
856,0.4189803
857,0.39211097
858,0.38401157
859,0.41751632
860,0.26599008
861,0.37643927
862,0.29750547
863,0.47859612
864,0.36976248
865,0.32045466
866,0.3523814
867,0.45744222
868,0.32351273
869,0.40728292
870,0.30405954
871,0.26870027
872,0.4138926
873,0.39428726
874,0.4042081
875,0.2703139
876,0.41888943
877,0.3703746
878,0.47715297
879,0.372126
880,0.42140102
881,0.30455154
882,0.3738603
883,0.34172383
884,0.4885494
885,0.43604365
886,0.2624305
887,0.3134731
888,0.43854466
889,0.4128202
890,0.3613978
891,0.3686552
892,0.27518767
893,0.39339176
894,0.42710918
895,0.3241894
896,0.41472092
897,0.44790593
898,0.40200344
899,0.30917516
900,0.4218049
901,0.42710137
902,0.29505098
903,0.29526037
904,0.42900935
905,0.43419623
906,0.40128946
907,0.36439878
908,0.38096744
909,0.40700468
910,0.41925937
911,0.35834885
912,0.4246816
913,0.43538365
914,0.35539955
915,0.43323845
916,0.36676684
917,0.25780687
918,0.37765318
919,0.4584
920,0.25770065
921,0.44839555
922,0.37234288
923,0.3533365
924,0.42386588
925,0.4193739
926,0.4011529
927,0.33402854
928,0.25988883
929,0.48585477
930,0.34637168
931,0.2861012
932,0.30239815
933,0.363828
934,0.44136792
935,0.39122248
936,0.3850513
937,0.476227
938,0.26308402
939,0.44357806
940,0.26102787
941,0.29344073
942,0.36314383
943,0.36566645
944,0.38458797
945,0.28756243
946,0.37972298
947,0.45905405
948,0.28189892
949,0.27188787
950,0.26588744
951,0.34935412
952,0.4205714
953,0.35609734
954,0.41027966
955,0.34588265
956,0.36565486
957,0.36810634
958,0.4385017
959,0.2939516
960,0.28565118
961,0.33376822
962,0.37190905
963,0.38700852
964,0.33919537
965,0.41708952
966,0.25796947
967,0.26744723
968,0.38987374
969,0.40210208
970,0.4173726
971,0.38722497
972,0.3199454
973,0.32026297
974,0.3581861
975,0.37922934
976,0.3944439
977,0.27623373
978,0.25948313
979,0.3478279
980,0.42823958
981,0.3873775
982,0.37765828
983,0.43548164
984,0.43233365
985,0.32267064
986,0.38801605
987,0.37312135
988,0.25783688
989,0.27988923
990,0.37239462
991,0.46230978
992,0.42275387
993,0.38709623
994,0.32067004
995,0.25922534
996,0.36762747
997,0.31489795
998,0.3185205
999,0.3431514
1000,0.36290753
1001,0.25770065
1002,0.29027408
1003,0.4892594
1004,0.2702087
1005,0.4464919
1006,0.41894364
1007,0.48495284
1008,0.27942705
1009,0.27490035
1010,0.36948505
1011,0.26938263
1012,0.2584098
1013,0.3988374
1014,0.3941068
1015,0.41466084
1016,0.35943407
1017,0.40953523
1018,0.3096575
1019,0.39165777
1020,0.4163529
1021,0.34453186
1022,0.41713253
1023,0.30400962
1024,0.31140035
1025,0.29274723
1026,0.3747242
1027,0.4231544
1028,0.4286313
1029,0.37664595
1030,0.32023898
1031,0.3704357
1032,0.44083905
1033,0.47874537
1034,0.46836907
1035,0.46838355
1036,0.35530704
1037,0.37215006
1038,0.37293896
1039,0.26919407
1040,0.39461246
1041,0.3838921
1042,0.35942551
1043,0.3907835
1044,0.45895976
1045,0.30454645
1046,0.29982114
1047,0.327147
1048,0.3644349
1049,0.25954708
1050,0.36672938
1051,0.27298734
1052,0.36486706
1053,0.27393216
1054,0.4370268
1055,0.41004306
1056,0.37668556
1057,0.3710195
1058,0.37589172
1059,0.34249756
1060,0.34227973
1061,0.41067475
1062,0.4218893
1063,0.3293138
1064,0.33566466
1065,0.387055
1066,0.36188942
1067,0.39519504
1068,0.2600469
1069,0.3930046
1070,0.4044486
1071,0.4205009
1072,0.30560142
1073,0.3710423
1074,0.418904
1075,0.29253045
1076,0.4347989
1077,0.26854104
1078,0.46082583
1079,0.46300745
1080,0.39649454
1081,0.38749188
1082,0.40599418
1083,0.31111598
1084,0.36226788
1085,0.42628327
1086,0.37846825
1087,0.36205173
1088,0.42437688
1089,0.4446063
1090,0.4260221
1091,0.46447682
1092,0.290682
1093,0.42061645
1094,0.40552053
1095,0.40081125
1096,0.36166874
1097,0.3827343
1098,0.29112616
1099,0.2579347
1100,0.43017715
1101,0.42261115
1102,0.46053386
1103,0.39325747
1104,0.3778531
1105,0.3490553
1106,0.42595106
1107,0.423299
1108,0.36426058
1109,0.4124291
1110,0.43333107
1111,0.33481038
1112,0.41795826
1113,0.2925125
1114,0.33802804
1115,0.45063552
1116,0.33307323
1117,0.3192259
1118,0.42559204
1119,0.485501
1120,0.34513202
1121,0.4033746
1122,0.47231036
1123,0.32771915
1124,0.26407233
1125,0.46118942
1126,0.42455703
1127,0.35234052
1128,0.4365708
1129,0.25789085
1130,0.32716474
1131,0.44713283
1132,0.3718575
1133,0.29569322
1134,0.25770065
1135,0.32268092
1136,0.3833347
1137,0.48386964
1138,0.26540604
1139,0.38304868
1140,0.4772296
1141,0.41735473
1142,0.33375555
1143,0.33627748
1144,0.25770065
1145,0.26093662
1146,0.38099304
1147,0.34823164
1148,0.36328903
1149,0.28454587
1150,0.37458974
1151,0.3641054
1152,0.43863267
1153,0.43866152
1154,0.40758005
1155,0.4574347
1156,0.36759448
1157,0.33641315
1158,0.31011257
1159,0.27489963
1160,0.4879836
1161,0.3449763
1162,0.3767891
1163,0.38167706
1164,0.37454194
1165,0.4249131
1166,0.2730417
1167,0.4481086
1168,0.27171552
1169,0.41957957
1170,0.31964833
1171,0.4760582
1172,0.28065252
1173,0.41437036
1174,0.4118527
1175,0.29812622
1176,0.29669505
1177,0.36553162
1178,0.42710382
1179,0.26331568
1180,0.28590044
1181,0.43459845
1182,0.36931506
1183,0.42212802
1184,0.42825684
1185,0.37385517
1186,0.40296155
1187,0.4190719
1188,0.32852602
1189,0.40898934
1190,0.34272662
1191,0.25872296
1192,0.35410047
1193,0.42941874
1194,0.45968097
1195,0.25784758
1196,0.38368088
1197,0.32315832
1198,0.36611754
1199,0.42338067
1200,0.29969078
1201,0.38144433
1202,0.29344997
1203,0.37154227
1204,0.43997222
1205,0.37237173
1206,0.39805564
1207,0.28439745
1208,0.3974675
1209,0.38145337
1210,0.29860988
1211,0.40867057
1212,0.37327033
1213,0.35130697
1214,0.44814244
1215,0.26994997
1216,0.34552908
1217,0.4382226
1218,0.40609413
1219,0.35402906
1220,0.45788246
1221,0.28722087
1222,0.36443487
1223,0.4223256
1224,0.36294398
1225,0.48257875
1226,0.3384661
1227,0.3683808
1228,0.31857076
1229,0.46037894
1230,0.42589188
1231,0.47234702
1232,0.25856876
1233,0.45918712
1234,0.4834629
1235,0.292492
1236,0.29505283
1237,0.3293157
1238,0.39492747
1239,0.4168532
1240,0.41167164
1241,0.32828146
1242,0.38618687
1243,0.34612995
1244,0.26457652
1245,0.30538064
1246,0.35711837
1247,0.39490667
1248,0.2976995
1249,0.38413543
1250,0.44084883
1251,0.47360468
1252,0.36029345
1253,0.4894715
1254,0.2929714
1255,0.35985774
1256,0.3225464
1257,0.43958226
1258,0.42335194
1259,0.45003986
1260,0.47345415
1261,0.36260557
1262,0.36012024
1263,0.36503333
1264,0.44058594
1265,0.4393049
1266,0.25784758
1267,0.3663471
1268,0.4082582
1269,0.31279615
1270,0.41018954
1271,0.353129
1272,0.37007728
1273,0.35747227
1274,0.4684953
1275,0.38671583
1276,0.32193035
1277,0.44048253
1278,0.34244856
1279,0.3504278
1280,0.32121658
1281,0.30142647
1282,0.36210483
1283,0.35966066
1284,0.28581327
1285,0.42615277
1286,0.31111598
1287,0.35568604
1288,0.35248506
1289,0.28489485
1290,0.4670152
1291,0.25884265
1292,0.34946162
1293,0.26123577
1294,0.3975104
1295,0.4792389
1296,0.27456135
1297,0.42688075
1298,0.44090694
1299,0.3505059
1300,0.36275083
1301,0.38228297
1302,0.35270828
1303,0.37100083
1304,0.35375696
1305,0.30804086
1306,0.36727566
1307,0.36929816
1308,0.3821947
1309,0.27137122
1310,0.2589587
1311,0.3655791
1312,0.37657586
1313,0.39277706
1314,0.33385596
1315,0.31385598
1316,0.34340703
1317,0.3106592
1318,0.41399145
1319,0.3575584
1320,0.45367584
1321,0.25987434
1322,0.25923747
1323,0.3617745
1324,0.38609615
1325,0.42701182
1326,0.48788238
1327,0.4209919
1328,0.4069983
1329,0.44665176
1330,0.3464573
1331,0.44390336
1332,0.32725027
1333,0.35758647
1334,0.31941035
1335,0.4439098
1336,0.30834645
1337,0.35277662
1338,0.25829345
1339,0.27964276
1340,0.4330576
1341,0.33801305
1342,0.30914688
1343,0.41175303
1344,0.31307474
1345,0.29216623
1346,0.48541325
1347,0.34308037
1348,0.25770065
1349,0.42172152
1350,0.38088307
1351,0.44742894
1352,0.40029606
1353,0.3736934
1354,0.36243123
1355,0.36817908
1356,0.3363716
1357,0.43967503
1358,0.36459014
1359,0.31923085
1360,0.31495166
1361,0.34800482
1362,0.3325601
1363,0.30315325
1364,0.31248528
1365,0.3790093
1366,0.33071825
1367,0.35004538
1368,0.2582516
1369,0.41655827
1370,0.29675108
1371,0.2584204
1372,0.37019354
1373,0.31467527
1374,0.31210726
1375,0.3651545
1376,0.41224918
1377,0.38515288
1378,0.257925
1379,0.36950627
1380,0.27462953
1381,0.31992325
1382,0.3519687
1383,0.44562453
1384,0.2602586
1385,0.26283926
1386,0.2706774
1387,0.4313987
1388,0.3932321
1389,0.29425701
1390,0.2961484
1391,0.37219006
1392,0.3677008
1393,0.4047966
1394,0.41951275
1395,0.36251226
1396,0.30993798
1397,0.48143682
1398,0.35409328
1399,0.3262738
1400,0.43859705
1401,0.48587757
1402,0.40836105
1403,0.31764513
1404,0.32406256
1405,0.26736808
1406,0.33312914
1407,0.44255477
1408,0.25812662
1409,0.40937892
1410,0.31020647
1411,0.2579838
1412,0.2829516
1413,0.421449
1414,0.39055735
1415,0.35249817
1416,0.45171928
1417,0.40995565
1418,0.36826062
1419,0.25770065
1420,0.38218096
1421,0.38593856
1422,0.36476135
1423,0.31054217
1424,0.44375038
1425,0.43825254
1426,0.28427237
1427,0.36963114
1428,0.42303786
1429,0.30335402
1430,0.45727858
1431,0.3732399
1432,0.28401893
1433,0.27521917
1434,0.25911495
1435,0.3146496
1436,0.3634646
1437,0.25770065
1438,0.3712719
1439,0.3213499
1440,0.45229173
1441,0.33088565
1442,0.35649937
1443,0.4644653
1444,0.42594266
1445,0.43904844
1446,0.41606507
1447,0.32390222
1448,0.2832527
1449,0.3314495
1450,0.3675995
1451,0.37160474
1452,0.2595982
1453,0.34945852
1454,0.4894715
1455,0.3719482
1456,0.39291865
1457,0.381777
1458,0.42178464
1459,0.34248883
1460,0.26811942
1461,0.46198726
1462,0.38697585
1463,0.4238462
1464,0.40038472
1465,0.34651405
1466,0.41703254
1467,0.28118128
1468,0.2579838
1469,0.429638
1470,0.2671507
1471,0.30148473
1472,0.3599174
1473,0.26394105
1474,0.40097952
1475,0.42848104
1476,0.43598837
1477,0.34769794
1478,0.3410856
1479,0.28388944
1480,0.36036444
1481,0.36467415
1482,0.41530305
1483,0.38968104
1484,0.26087388
1485,0.25925282
1486,0.43796724
1487,0.39248446
1488,0.34314495
1489,0.27090082
1490,0.35969037
1491,0.43002528
1492,0.43336645
1493,0.3291553
1494,0.2755816
1495,0.433829
1496,0.3340996
1497,0.41296774
1498,0.36633757
1499,0.3778426
1500,0.31143636
1501,0.32847723
1502,0.4508997
1503,0.3323068
1504,0.34285435
1505,0.3746176
1506,0.3512079
1507,0.38081497
1508,0.41380233
1509,0.40234756
1510,0.25985554
1511,0.36147702
1512,0.38991538
1513,0.37114888
1514,0.43557626
1515,0.3178963
1516,0.3959374
1517,0.3384559
1518,0.4353067
1519,0.4173788
1520,0.31452686
1521,0.3081866
1522,0.3922308
1523,0.36966547
1524,0.29947627
1525,0.44088882
1526,0.43604898
1527,0.35549983
1528,0.34401292
1529,0.35311788
1530,0.39520082
1531,0.35741943
1532,0.40424457
1533,0.40189308
1534,0.31188184
1535,0.30977455
1536,0.37774697
1537,0.2914595
1538,0.3381467
1539,0.38728052
1540,0.42833242
1541,0.44017252
1542,0.36574405
1543,0.37680414
1544,0.42057425
1545,0.4600617
1546,0.3125264
1547,0.37220132
1548,0.32671443
1549,0.35037544
1550,0.3432269
1551,0.38565668
1552,0.39468673
1553,0.3440333
1554,0.36506385
1555,0.2672047
1556,0.40374523
1557,0.29336634
1558,0.48855406
1559,0.3659553
1560,0.2586481
1561,0.36092728
1562,0.35013375
1563,0.3882742
1564,0.34561834
1565,0.39160877
1566,0.3804589
1567,0.30799085
1568,0.2757154
1569,0.4184405
1570,0.3241438
1571,0.41236505
1572,0.41965356
1573,0.33166555
1574,0.33780858
1575,0.35668105
1576,0.25770065
1577,0.35413748
1578,0.35143614
1579,0.29847783
1580,0.44906154
1581,0.2659379
1582,0.4279
1583,0.44988734
1584,0.42874345
1585,0.36650795
1586,0.3798853
1587,0.36288577
1588,0.36125886
1589,0.3127857
1590,0.45331794
1591,0.38043755
1592,0.35763258
1593,0.34208858
1594,0.2811915
1595,0.38204235
1596,0.43553907
1597,0.45532125
1598,0.28238934
1599,0.39249855
1600,0.4011702
1601,0.39807326
1602,0.25869113
1603,0.3889106
1604,0.3783059
1605,0.48578015
1606,0.32207203
1607,0.2632165
1608,0.421645
1609,0.37375537
1610,0.36236012
1611,0.3921496
1612,0.48336822
1613,0.34739703
1614,0.3590207
1615,0.39141518
1616,0.36666775
1617,0.4796595
1618,0.29495484
1619,0.4104086
1620,0.27909
1621,0.26349083
1622,0.46301073
1623,0.31781322
1624,0.31018972
1625,0.3379087
1626,0.35552144
1627,0.3782037
1628,0.3327273
1629,0.32684165
1630,0.2582839
1631,0.2950489
1632,0.30164889
1633,0.46067676
1634,0.44797644
1635,0.2834251
1636,0.29113203
1637,0.37071732
1638,0.41477585
1639,0.42905888
1640,0.40114194
1641,0.389394
1642,0.37940294
1643,0.3577927
1644,0.39255604
1645,0.41502056
1646,0.42607516
1647,0.42208558
1648,0.40947637
1649,0.40957054
1650,0.37371418
1651,0.48818213
1652,0.34735793
1653,0.42458302
1654,0.41908044
1655,0.42033452
1656,0.37657255
1657,0.45014423
1658,0.4263727
1659,0.28761032
1660,0.3860873
1661,0.42048916
1662,0.27694258
1663,0.28854734
1664,0.40035534
1665,0.36627564
1666,0.26176515
1667,0.31607395
1668,0.2814026
1669,0.41970077
